Cont,Targ,Total,Type,it,l,m,mu,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19.1,20.1,21.1,22.1,23.1,24.1,25.1,26.1,27.1,28.1,29.1,30.1,31.1,32.1,33.1,34.1,35.1,36.1,37.1,38.1,39.1,40.1,41.1,42.1,43.1,44.1,45.1,46.1,47.1,48.1,49.1,50.1
SU,SG,SU,L,1,1,0,0,(2.7363206-0.092696864j),(-2.3170597+1.3587362j),(0.16888467+2.6389559j),(1.1451446+2.3444384j),(1.5453053+2.063919j),(1.7349593+1.8697035j),(1.8352774+1.7349885j),(1.8944567+1.6349595j),(1.9346559+1.551998j),(1.9666726+1.4730911j),(1.9948424+1.3877886j),(2.0184371+1.287452j),(2.0318988+1.1659178j),(2.025476+1.0215176j),(1.9877414+0.85955429j),(1.910426+0.6930094j),(1.7934459+0.53923486j),(1.6462227+0.41341163j),(1.4838082+0.32311159j),(1.3208927+0.26747622j),(1.1678211+0.24022609j),(1.0298517+0.23339774j),(0.90837862+0.23978588j),(0.8025547+0.25387644j),(0.7105403+0.27185837j),(0.63024754+0.29127708j),(0.55970677+0.31064033j),(0.49720862+0.32909379j),(0.44133188+0.34618736j),(0.39092155+0.36171818j),(0.34504966+0.37562973j),(0.30297438+0.38794845j),(0.26410337+0.39874497j),(0.22796314+0.40811089j),(0.19417429+0.41614517j),(0.1624319+0.42294647j),(0.13249002+0.42860908j),(0.10414961+0.43322107j),(0.077248926+0.43686357j),(0.051656036+0.43961086j),(0.027262855+0.44153073j),(0.0039803903+0.44268512j),(-0.018265009+0.44313069j),(-0.039534725+0.44291947j),(-0.059880273+0.44209941j),(-0.079345322+0.44071491j),(-0.097967241+0.43880725j),(-0.11577845+0.43641497j),(-0.13280743+0.43357421j),(-0.1490796+0.43031896j),(-0.16461802+0.42668132j)
SU,SG,SU,L,1,3,0,0,(-0.17158793-0.79529163j),(1.1057219-0.087176248j),(-0.050238954-1.3759697j),(-1.0713075-1.2248609j),(-1.6919843-0.78928789j),(-2.079262-0.2949613j),(-2.318548+0.21257556j),(-2.4464222+0.72580775j),(-2.4741723+1.243974j),(-2.3988173+1.7634153j),(-2.2093442+2.2723936j),(-1.8927444+2.7467763j),(-1.4427623+3.1473409j),(-0.87201241+3.4224231j),(-0.22321145+3.5206146j),(0.43054005+3.4130941j),(1.0046303+3.1135906j),(1.4338058+2.6785682j),(1.6936227+2.1844294j),(1.7988501+1.6989834j),(1.7859786+1.2655208j),(1.6952116+0.90252831j),(1.5601594+0.61137033j),(1.4048724+0.38454012j),(1.2448188+0.2113988j),(1.0890955+0.08128757j),(0.94253995-0.015138512j),(0.80733305-0.08554557j),(0.68408856-0.13599981j),(0.5725484-0.17120751j),(0.47200804-0.19478244j),(0.3815675-0.20948673j),(0.30027423-0.21742979j),(0.22720093-0.2202248j),(0.16148413-0.21910893j),(0.10234059-0.21503478j),(0.04907105-0.20873896j),(0.0010570207-0.2007938j),(-0.042245444-0.19164608j),(-0.081313581-0.18164623j),(-0.11656575-0.17107028j),(-0.1483691-0.16013651j),(-0.17704636-0.14901804j),(-0.20288209-0.13785257j),(-0.22612799-0.12674962j),(-0.24700756-0.11579639j),(-0.26572012-0.10506198j),(-0.28244409-0.094601044j),(-0.29734004-0.084456301j),(-0.31055292-0.074660789j),(-0.32221436-0.065239532j)
SU,SG,SU,L,1,5,0,0,(-3.4373474e-05+0.0014985719j),(-0.0033643934+0.0036887613j),(0.0061798296+0.0045554102j),(0.010098078-0.00014565715j),(0.012103237-0.004029945j),(0.014200942-0.0073598j),(0.016957701-0.010784355j),(0.020448177-0.014884288j),(0.024442713-0.020186852j),(0.028419914-0.027115886j),(0.031577462-0.035874764j),(0.032901351-0.046284651j),(0.031349891-0.057613285j),(0.026198382-0.068489431j),(0.017497464-0.077078641j),(0.0063882905-0.081641769j),(-0.0050855482-0.081293525j),(-0.014730664-0.076438565j),(-0.021040637-0.068516219j),(-0.023549612-0.059289905j),(-0.022627623-0.050225897j),(-0.019050873-0.042244342j),(-0.013651038-0.035767578j),(-0.0071348889-0.030880917j),(-3.3406511e-05-0.027485205j),(0.0072841138-0.02540183j),(0.014574786-0.024433009j),(0.021686615-0.024391529j),(0.028529772-0.025112706j),(0.035055465-0.026457196j),(0.041241328-0.028309644j),(0.047081614-0.030575572j),(0.052580582-0.033177908j),(0.057748238-0.036053874j),(0.062597654-0.039152135j),(0.067143138-0.042430477j),(0.071399228-0.045853977j),(0.075380033-0.04939341j),(0.079098863-0.053024125j),(0.082568111-0.056725044j),(0.085799148-0.060477949j),(0.088802408-0.06426691j),(0.091587402-0.068077814j),(0.094162858-0.071898058j),(0.096536778-0.07571625j),(0.098716583-0.079522051j),(0.10070916-0.083305985j),(0.10252102-0.087059363j),(0.10415829-0.090774176j),(0.10562686-0.094443043j),(0.10693238-0.098059175j)
SU,SG,SU,L,1,7,0,0,(4.3715221e-06+1.7304487e-06j),(2.2790843e-05-2.5199736e-05j),(-6.8159506e-05+1.3929292e-05j),(-5.0077832e-06+8.9488706e-05j),(6.6062467e-05+5.5234584e-05j),(6.3629325e-05-1.2715129e-05j),(7.1651216e-06-5.4643633e-05j),(-6.8676396e-05-6.1178749e-05j),(-0.00014852188-4.6160637e-05j),(-0.00023606811-2.1963765e-05j),(-0.0003420158+1.1143224e-05j),(-0.00047192565+6.4169273e-05j),(-0.00061898251+0.00015158036j),(-0.00076391203+0.00028057716j),(-0.00088292443+0.0004424705j),(-0.00096103943+0.00061201721j),(-0.0010027842+0.00075782201j),(-0.0010313678+0.0008580567j),(-0.0010765116+0.00090978888j),(-0.001161046+0.00092628568j),(-0.0012950085+0.00092750104j),(-0.0014773895+0.00093174187j),(-0.0017009256+0.00095187041j),(-0.0019563144+0.00099510143j),(-0.002234706+0.0010643752j),(-0.0025287412+0.0011599458j),(-0.0028327358+0.0012806325j),(-0.0031424789+0.0014246404j),(-0.0034549124+0.0015900386j),(-0.0037678246+0.0017750022j),(-0.004079597+0.001977907j),(-0.0043890113+0.002197353j),(-0.0046951233+0.0024321479j),(-0.0049971692+0.002681264j),(-0.0052945042+0.0029438135j),(-0.0055865785+0.0032190074j),(-0.0058728981+0.0035061277j),(-0.0061530284+0.0038045172j),(-0.0064265741+0.004113545j),(-0.0066931793+0.0044326197j),(-0.006952525+0.004761155j),(-0.0072043195+0.0050985923j),(-0.0074483063+0.0054443684j),(-0.0076842482+0.005797943j),(-0.0079119388+0.0061587655j),(-0.0081311885+0.0065263072j),(-0.0083418302+0.0069000245j),(-0.0085437168+0.0072793959j),(-0.0087367124+0.007663884j),(-0.0089207091+0.0080529698j),(-0.009095599+0.0084461257j)
SU,SG,SU,L,1,9,0,0,(-1.9745834e-08+5.3959963e-08j),(1.4721343e-06-7.2381781e-07j),(-5.9683581e-06+1.3988785e-06j),(3.3351886e-06+1.2754766e-05j),(2.1426045e-05+4.4289711e-06j),(2.4824639e-05-1.9110027e-05j),(8.3655342e-06-3.997516e-05j),(-1.9632218e-05-4.5908774e-05j),(-4.7383993e-05-3.3935614e-05j),(-6.5262691e-05-7.8345556e-06j),(-6.7732424e-05+2.5080559e-05j),(-5.3592092e-05+5.6388461e-05j),(-2.5670712e-05+7.8359986e-05j),(9.8247448e-06+8.5599944e-05j),(4.470753e-05+7.6610414e-05j),(7.1274565e-05+5.4556981e-05j),(8.5116244e-05+2.6178746e-05j),(8.6511461e-05-1.126898e-06j),(7.9351616e-05-2.225323e-05j),(6.861989e-05-3.550246e-05j),(5.8328777e-05-4.1799868e-05j),(5.0781415e-05-4.3237359e-05j),(4.6808192e-05-4.1960195e-05j),(4.6325439e-05-3.9648962e-05j),(4.8824263e-05-3.7421073e-05j),(5.3680691e-05-3.592322e-05j),(6.0313136e-05-3.5470696e-05j),(6.824296e-05-3.6170955e-05j),(7.7103947e-05-3.8014537e-05j),(8.662949e-05-4.0934887e-05j),(9.6632075e-05-4.4844279e-05j),(0.0001069826-4.9654488e-05j),(0.00011759374-5.5286913e-05j),(0.00012840595-6.1675699e-05j),(0.00013937716-6.8769151e-05j),(0.00015047668-7.6527616e-05j),(0.00016167897-8.4921445e-05j),(0.00017296203-9.3929412e-05j),(0.00018430442-0.00010353524j),(0.00019568496-0.00011372762j),(0.00020708208-0.00012449664j),(0.00021847348-0.00013583494j),(0.0002298368-0.00014773453j),(0.00024114907-0.00016018861j),(0.00025238766-0.00017318871j),(0.00026352992-0.00018672708j),(0.0002745536-0.00020079374j),(0.00028543723-0.00021537934j),(0.00029615933-0.00023047226j),(0.00030670018-0.00024606122j),(0.00031703936-0.00026213335j)
SU,SG,SU,L,1,11,0,0,,(3.4737547e-08-1.5180966e-08j),(-2.2552182e-07+1.1579025e-07j),(4.8682338e-07+6.0256725e-07j),(1.5441632e-06-5.7022719e-07j),(7.0639144e-07-2.7576401e-06j),(-2.2362706e-06-3.6982918e-06j),(-5.646109e-06-2.0464214e-06j),(-7.5864219e-06+1.9372803e-06j),(-6.8540428e-06+6.9002877e-06j),(-3.2816534e-06+1.1145343e-05j),(2.3757369e-06+1.3207254e-05j),(8.7200443e-06+1.2230065e-05j),(1.4082523e-05+8.202227e-06j),(1.7004927e-05+2.022174e-06j),(1.6758645e-05-4.7356502e-06j),(1.3639342e-05-1.0400255e-05j),(8.7723992e-06-1.3866232e-05j),(3.523028e-06-1.4906996e-05j),(-1.0613462e-06-1.3993214e-05j),(-4.466512e-06-1.1875214e-05j),(-6.6227317e-06-9.2461887e-06j),(-7.7096298e-06-6.5970141e-06j),(-7.9932094e-06-4.2108156e-06j),(-7.7323801e-06-2.2147339e-06j),(-7.1404296e-06-6.3762043e-07j),(-6.3774433e-06+5.4550446e-07j),(-5.5562206e-06+1.3844963e-06j),(-4.7521803e-06+1.937182e-06j),(-4.0130349e-06+2.2603857e-06j),(-3.3667616e-06+2.4056953e-06j),(-2.8276572e-06+2.4179056e-06j),(-2.4007744e-06+2.3348457e-06j),(-2.0850499e-06+2.1878344e-06j),(-1.8754844e-06+2.0024383e-06j),(-1.764683e-06+1.7992434e-06j),(-1.7438648e-06+1.594601e-06j),(-1.8036169e-06+1.4013138e-06j),(-1.9343603e-06+1.2291823e-06j),(-2.126706e-06+1.0855534e-06j),(-2.3716765e-06+9.7569311e-07j),(-2.6608501e-06+9.0321777e-07j),(-2.9864641e-06+8.703446e-07j),(-3.3414432e-06+8.7823446e-07j),(-3.7194313e-06+9.2714962e-07j),(-4.1147653e-06+1.0167337e-06j),(-4.522449e-06+1.1460921e-06j),(-4.9381202e-06+1.314022e-06j),(-5.3579641e-06+1.5190377e-06j),(-5.7787135e-06+1.7595393e-06j),(-6.1975055e-06+2.0338273e-06j)
SU,SG,SU,V,1,1,0,0,(2.9815816-0.10062913j),(-2.4961077+1.463158j),(0.17928455+2.8082277j),(1.2040961+2.4659728j),(1.6080587+2.1484338j),(1.7894384+1.9293705j),(1.8793516+1.7781929j),(1.9293291+1.6675346j),(1.9625871+1.578229j),(1.9901237+1.49626j),(2.016166+1.410431j),(2.0397863+1.3114378j),(2.0551996+1.1924248j),(2.0523545+1.0509592j),(2.0193563+0.89155892j),(1.9472485+0.72655924j),(1.8351288+0.5729978j),(1.6916959+0.44614873j),(1.5315843+0.35396219j),(1.3694231+0.29601964j),(1.2157493+0.26637561j),(1.0761235+0.25724453j),(0.95224724+0.26147247j),(0.84353783+0.27352269j),(0.74836521+0.28953081j),(0.66480197+0.30698499j),(0.59099984+0.3243449j),(0.52534119+0.34072208j),(0.46647415+0.35564647j),(0.41329572+0.36890778j),(0.3649163+0.38045212j),(0.32062115+0.39031627j),(0.27983564+0.3985867j),(0.242096+0.40537448j),(0.20702567+0.41080016j),(0.17431668+0.41498493j),(0.14371508+0.41804561j),(0.11500959+0.42009202j),(0.088022804+0.42122584j),(0.062604358+0.42154027j),(0.03862561+0.42112015j),(0.015975453+0.42004247j),(-0.0054429208+0.41837686j),(-0.025714636+0.41618624j),(-0.044915131+0.41352741j),(-0.063111829+0.41045165j),(-0.080365388+0.40700527j),(-0.096730794+0.40323007j),(-0.11225816+0.39916386j),(-0.12699346+0.39484078j),(-0.14097903+0.39029174j)
SU,SG,SU,V,1,3,0,0,(-0.18106547-0.83321357j),(1.1657719-0.093118614j),(-0.053699241-1.4474904j),(-1.1195178-1.279028j),(-1.7512132-0.81621911j),(-2.130835-0.30140486j),(-2.3542087+0.21715859j),(-2.4644003+0.7331836j),(-2.4766129+1.2483465j),(-2.3900148+1.7617359j),(-2.1943907+2.2643192j),(-1.8763629+2.7344038j),(-1.4282375+3.1346515j),(-0.86032481+3.4143019j),(-0.2127081+3.5214326j),(0.44355859+3.425214j),(1.0244218+3.1365198j),(1.4634926+2.7093018j),(1.7342093+2.218744j),(1.849294+1.7328466j),(1.8439318+1.2959566j),(1.7578593+0.92783482j),(1.6248255+0.63093222j),(1.4693348+0.39850244j),(1.3074111+0.22035845j),(1.1486867+0.086058861j),(0.99845976-0.013681031j),(0.85928181-0.086562827j),(0.73205009-0.13874066j),(0.61671388-0.17503287j),(0.51271277-0.19917173j),(0.41923992-0.21403394j),(0.33539591-0.22183371j),(0.26027557-0.22427652j),(0.19301416-0.2226783j),(0.13280984-0.21805703j),(0.078932312-0.21120202j),(0.030723614-0.20272685j),(-0.012405023-0.1931093j),(-0.050978542-0.1827219j),(-0.085463976-0.17185514j),(-0.11627664-0.16073545j),(-0.14378585-0.14953879j),(-0.16832033-0.13840147j),(-0.19017298-0.12742832j),(-0.20960518-0.11669926j),(-0.22685054-0.1062743j),(-0.24211816-0.096197678j),(-0.2555956-0.086500965j),(-0.26745127-0.077205657j),(-0.27783674-0.068325206j)
SU,SG,SU,V,1,5,0,0,(-0.00053076767+0.0010526297j),(-0.0037434095+0.0016794203j),(0.0026052628+0.0060569882j),(0.0079376081+0.0053498925j),(0.012904748+0.0038187647j),(0.018189089+0.0014289678j),(0.023784981-0.00206641j),(0.02952285-0.0068925371j),(0.035097758-0.013294515j),(0.040008287-0.021486149j),(0.043524209-0.031527943j),(0.044724127-0.043158215j),(0.042653625-0.055609607j),(0.036651902-0.067503641j),(0.026804915-0.077000505j),(0.014274554-0.082335121j),(0.0011372087-0.082571928j),(-0.010349251-0.078061069j),(-0.018586641-0.070211195j),(-0.023013119-0.060792494j),(-0.023920747-0.051308854j),(-0.022035231-0.042732848j),(-0.018163334-0.035540047j),(-0.013005728-0.029862009j),(-0.0070992123-0.02563621j),(-0.00082558303-0.02271127j),(0.0055565573-0.020908597j),(0.011878426-0.020053734j),(0.018033604-0.019989765j),(0.023957648-0.020581356j),(0.029613886-0.021714399j),(0.034983831-0.023293683j),(0.040060649-0.025240054j),(0.044844903-0.027487804j),(0.049341823-0.02998221j),(0.05355938-0.03267752j),(0.057507164-0.035535356j),(0.061195594-0.0385233j),(0.0646354-0.041613888j),(0.067837366-0.0447837j),(0.070812074-0.048012687j),(0.073569855-0.051283621j),(0.076120668-0.054581626j),(0.078474123-0.057893842j),(0.080639419-0.061209102j),(0.082625397-0.064517717j),(0.084440498-0.067811252j),(0.086092831-0.071082383j),(0.087590124-0.07432474j),(0.088939807-0.0775328j),(0.090148959-0.080701792j)
SU,SG,SU,V,1,7,0,0,(4.5529026e-06+2.0153141e-06j),(2.3587284e-05-2.1856732e-05j),(-5.6225921e-05+1.0271551e-05j),(7.3938966e-06+6.3190544e-05j),(6.1043962e-05+5.0986808e-06j),(3.011253e-05-7.7492219e-05j),(-5.7304252e-05-0.00012301163j),(-0.00016084957-0.00012369615j),(-0.00026153548-9.526739e-05j),(-0.0003602096-5.1773304e-05j),(-0.00046513176+4.6641516e-06j),(-0.0005800769+8.2898573e-05j),(-0.00069730883+0.00019515817j),(-0.00079739356+0.00034672871j),(-0.00085676761+0.0005274363j),(-0.00086076759+0.00071077489j),(-0.00081437373+0.00086397413j),(-0.00074171546+0.00096364788j),(-0.00067412277+0.0010054294j),(-0.00063658212+0.0010016642j),(-0.00064146289+0.00097205262j),(-0.00068993507+0.00093520919j),(-0.0007766041+0.0009046503j),(-0.00089370797+0.00088840343j),(-0.0010336538+0.00089026219j),(-0.0011901127+0.0009113167j),(-0.0013582491+0.00095118183j),(-0.0015345494+0.0010088122j),(-0.0017165223+0.0010829773j),(-0.0019024061+0.0011725023j),(-0.0020909274+0.0012763626j),(-0.0022811211+0.0013937043j),(-0.0024722153+0.0015238258j),(-0.0026635511+0.0016661375j),(-0.0028545344+0.0018201363j),(-0.0030446217+0.0019853686j),(-0.0032332951+0.0021614087j),(-0.0034200726+0.0023478506j),(-0.0036044975+0.0025442839j),(-0.0037861452+0.0027503081j),(-0.0039646245+0.0029655094j),(-0.0041395738+0.0031894835j),(-0.0043106692+0.0034218136j),(-0.0044776132+0.0036620969j),(-0.0046401444+0.0039099207j),(-0.0047980259+0.0041648913j),(-0.0049510497+0.0044266065j),(-0.0050990337+0.0046946875j),(-0.0052418132+0.0049687483j),(-0.0053792542+0.0052484255j),(-0.005511228+0.0055333555j)
SU,SG,SU,V,1,9,0,0,(-2.1120783e-08+5.7735373e-08j),(1.5705318e-06-7.7311768e-07j),(-6.3376072e-06+1.4861417e-06j),(3.4969002e-06+1.343459e-05j),(2.2303325e-05+4.6667521e-06j),(2.5604064e-05-1.9584379e-05j),(8.6208501e-06-4.0633086e-05j),(-1.9695791e-05-4.6263149e-05j),(-4.7362273e-05-3.3930254e-05j),(-6.4945392e-05-7.7423015e-06j),(-6.7223152e-05+2.4927612e-05j),(-5.3214923e-05+5.5802659e-05j),(-2.5799314e-05+7.735258e-05j),(8.8971855e-06+8.4305975e-05j),(4.2792155e-05+7.5157651e-05j),(6.8206331e-05+5.2975897e-05j),(8.0641276e-05+2.4414126e-05j),(8.0233667e-05-3.1223641e-06j),(7.0770898e-05-2.442558e-05j),(5.7216806e-05-3.7665932e-05j),(4.3633171e-05-4.3666802e-05j),(3.2399106e-05-4.4469578e-05j),(2.4415295e-05-4.2210541e-05j),(1.9649876e-05-3.8583227e-05j),(1.7628089e-05-3.4724204e-05j),(1.7748501e-05-3.1297125e-05j),(1.9446645e-05-2.8629518e-05j),(2.2259893e-05-2.6836928e-05j),(2.5839074e-05-2.591547e-05j),(2.9936083e-05-2.5803379e-05j),(3.4383122e-05-2.6418294e-05j),(3.907145e-05-2.7678319e-05j),(4.3933703e-05-2.9512277e-05j),(4.8929577e-05-3.186294e-05j),(5.4035222e-05-3.468764e-05j),(5.9236631e-05-3.7956199e-05j),(6.452406e-05-4.1648454e-05j),(6.9889863e-05-4.5752287e-05j),(7.5326247e-05-5.0260528e-05j),(8.0824721e-05-5.5170251e-05j),(8.637585e-05-6.048011e-05j),(9.196896e-05-6.6190621e-05j),(9.7592824e-05-7.2302083e-05j),(0.00010323527-7.8815527e-05j),(0.00010888407-8.573093e-05j),(0.00011452656-9.3048672e-05j),(0.0001201502-0.00010076773j),(0.00012574266-0.0001088875j),(0.00013129149-0.00011740598j),(0.0001367851-0.00012632148j),(0.00014221135-0.00013563136j)
SU,SG,SU,V,1,11,0,0,,(3.7068537e-08-1.6190679e-08j),(-2.3947258e-07+1.2304319e-07j),(5.1400189e-07+6.3536471e-07j),(1.6161014e-06-5.9737657e-07j),(7.3508064e-07-2.8619091e-06j),(-2.2944844e-06-3.8117626e-06j),(-5.7606179e-06-2.1104067e-06j),(-7.7072417e-06+1.9292936e-06j),(-6.956151e-06+6.9237001e-06j),(-3.3677418e-06+1.1179708e-05j),(2.2971383e-06+1.3251901e-05j),(8.655112e-06+1.2295275e-05j),(1.4055331e-05+8.2885721e-06j),(1.7041651e-05+2.1058991e-06j),(1.6864759e-05-4.6983295e-06j),(1.3788032e-05-1.0451167e-05j),(8.9141485e-06-1.4021657e-05j),(3.6086346e-06-1.5149345e-05j),(-1.0609602e-06-1.4280533e-05j),(-4.55335e-06-1.2158357e-05j),(-6.7759628e-06-9.4830647e-06j),(-7.8945903e-06-6.7598072e-06j),(-8.170112e-06-4.2871775e-06j),(-7.8625806e-06-2.2055464e-06j),(-7.1900501e-06-5.5347867e-07j),(-6.3189303e-06+6.8782623e-07j),(-5.3685376e-06+1.5650245e-06j),(-4.4202071e-06+2.1349962e-06j),(-3.5265729e-06+2.4551733e-06j),(-2.7194169e-06+2.578715e-06j),(-2.0157638e-06+2.5524735e-06j),(-1.4224364e-06+2.4164723e-06j),(-9.3936534e-07+2.2041296e-06j),(-5.6195659e-07+1.9428478e-06j),(-2.8279899e-07+1.6547202e-06j),(-9.2854092e-08+1.3572464e-06j),(1.7681435e-08+1.0640273e-06j),(5.8785867e-08+7.8536956e-07j),(4.0199286e-08+5.2886277e-07j),(-2.8855579e-08+2.998459e-07j),(-1.3983782e-07+1.0186096e-07j),(-2.8499804e-07-6.3003518e-08j),(-4.5740434e-07-1.9376641e-07j),(-6.509563e-07-2.9031715e-07j),(-8.6034087e-07-3.5315607e-07j),(-1.0809899e-06-3.8324875e-07j),(-1.3090142e-06-3.8183469e-07j),(-1.5411234e-06-3.5035308e-07j),(-1.7745738e-06-2.9031071e-07j),(-2.0070606e-06-2.0324783e-07j)
